measurement_date	invoice_status	agency	aging_bucket	sum_of_trips	sum_of_dollars
2015-12-03	Write off	MID	0-30	4	192.64
2015-12-26	Hold-NEMHS	MRC	0-30	3	239.75
2015-12-31	Write off	PVT	180-365	78	6246
2016-01-17	Hold-NEMHS	CR5	180-365	5	265
2015-12-21	Hold-NEMHS	FE4	0-30	2	194
2015-12-22	Hold-NEMHS	PN1	365+	1	42.2
2016-01-06	Write off	PVT	0-30	21	1753
2016-01-02	Manual Tracking	MID	0-30	1	0
2015-12-27	Hold-NEMHS	FE4	0-30	2	194
2015-12-28	Hold-NEMHS	PN1	365+	1	42.2
2015-12-28	Rebill	LOG	180-365	29	673.96
2016-01-03	Hold-NEMHS	PN1	365+	1	42.2
2016-01-06	Hold-NEMHS	WC1	30-60	9	868.25
2015-12-30	Hold-NEMHS	SG2	90-180	18	1542
2015-12-11	Rebill	LOG	365+	6	135.23
2015-12-04	Manual Tracking	MP1	30-60	1	73
2015-11-29	Hold-NEMHS	ML6	180-365	1	109
2015-12-15	Hold-NEMHS	HL1	0-30	6	514
2015-12-12	Manual Tracking	MP1	30-60	1	73
2015-12-29	Hold-NEMHS	WC1	30-60	8	808
2015-12-31	Billed	LOG	365+	39	327.5
2015-12-17	Hold-NEMHS	KE3	60-90	2	138
2015-12-23	Hold-NEMHS	HL1	0-30	14	1391.5
2015-12-01	Hold-NEMHS	CDR	60-90	382	10164
2015-12-25	Manual Tracking	LOG	60-90	51	807.62
2015-12-18	Hold-NEMHS	SE2	0-30	36	1965
2016-01-14	Hold-NEMHS	MRC	30-60	1	53
2015-11-26	Hold-NEMHS	TL1	30-60	10	1563.2
2015-12-09	Hold-NEMHS	CDR	60-90	533	14644.75
2016-01-06	Billed	PB1	180-365	1	61
2015-12-06	Write off	BR7	60-90	2	106
2015-12-31	Manual Tracking	PVT	30-60	1	45
2015-12-22	Hold-NEMHS	FE4	365+	2	186
2015-11-24	Hold-NEMHS	CDS	0-30	153	3293.8
2015-12-19	Hold-NEMHS	KE3	90-180	2	138
2016-01-11	Hold-NEMHS	SR1	0-30	26	414.5
2015-12-31	Hold-NEMHS	PE1	180-365	2	210
2016-01-08	Hold-NEMHS	MRC	0-30	4	143.75
2015-11-28	Write off	BR7	30-60	8	424
2016-01-14	Hold-NEMHS	BR3	60-90	4	388
2015-12-17	Hold-NEMHS	LOG	90-180	653	13910.74
2015-11-26	Write off	PVT	180-365	38	2228.85
2015-12-27	Hold-NEMHS	KE3	90-180	2	138
2015-12-31	Hold-NEMHS	MRC	0-30	2	158.75
2016-01-03	Hold-NEMHS	SR1	0-30	10	337
2016-01-11	Write off	PVT	30-60	19	1619.9
2015-12-06	Hold-NEMHS	CR5	365+	2	102
2016-01-13	Manual Tracking	PN1	60-90	1	25.67
2015-12-24	Hold-NEMHS	MR4	0-30	2	345.75
2015-12-26	Hold-NEMHS	SR3	0-30	37	2476.75
2015-12-13	Rebill	LOG	180-365	30	719.76
2015-12-22	Billed	PVT	180-365	2	174
2015-11-28	Hold-NEMHS	CR5	365+	2	102
2015-12-09	Write off	VA1	365+	1	15.55
2015-11-30	F	LOG	60-90	5	465
2015-12-24	Billed	PB1	180-365	1	61
2016-01-03	Hold-NEMHS	BR7	365+	2	114
2015-12-17	Write off	VA1	365+	1	15.55
2015-12-21	Hold-NEMHS	TL1	90-180	12	2813.1
2015-12-06	Manual Tracking	LOG	90-180	339	6581.82
2015-12-06	Write off	LOG	180-365	256	5105.42
2016-01-13	Write off	KE3	180-365	6	518
2015-12-18	Billed	LOG	180-365	229	4398.15
2016-01-07	Write off	LOG	365+	4	131.5
2015-12-08	Write off	LOG	30-60	2	36.5
2015-12-13	Hold-NEMHS	TL1	90-180	11	2332.94
2016-01-14	Manual Tracking	LE2	60-90	1	98.8
2015-12-16	Billed	PB1	180-365	1	61
2015-12-05	Hold-NEMHS	SS1	0-30	8	326
2016-01-11	Hold-NEMHS	PB1	30-60	8	688
2015-12-08	Manual Tracking	PN1	30-60	1	25.67
2015-12-24	Hold-NEMHS	MP1	30-60	3	163
2016-01-02	Hold-NEMHS	ND2	90-180	12	592
2016-01-17	Hold-NEMHS	PB1	30-60	10	656
2015-12-27	Hold-NEMHS	ND2	90-180	14	682
2015-12-13	Hold-NEMHS	WS3	30-60	1	57
2015-12-16	Hold-NEMHS	MP1	30-60	4	216
2015-11-27	Hold-NEMHS	SS1	0-30	8	334.5
2016-01-03	Hold-NEMHS	PB1	30-60	4	380
2016-01-04	Hold-NEMHS	OH2	180-365	1	77
2015-12-06	Hold-NEMHS	PE1	180-365	2	210
2016-01-10	Hold-NEMHS	CDS	30-60	170	3730.8
2015-12-20	Hold-NEMHS	PB1	60-90	12	996
2015-11-30	Manual Tracking	LOG	180-365	343	7215.11
2016-01-02	Hold-NEMHS	CDS	30-60	158	3506.85
2015-12-11	Write off	LOG	365+	4	131.5
2015-11-28	Hold-NEMHS	PE1	180-365	2	210
2016-01-15	Hold-NEMHS	TL1	90-180	10	2692.74
2015-12-14	Hold-NEMHS	MP1	180-365	75	5359
2015-12-03	Write off	VA1	365+	1	15.55
2016-01-09	Hold-NEMHS	PVT	365+	55	5887.95
2015-11-30	Write off	PVT	365+	71	3508.65
2015-11-23	Hold-NEMHS	SR3	180-365	38	2290
2015-12-10	Hold-NEMHS	ND2	30-60	8	387.5
2015-11-30	Hold-NEMHS	MR5	180-365	19	1687
2015-12-11	Write off	MID	90-180	65	2399.01
2015-12-23	Hold-NEMHS	LOG	365+	6	56.25
2015-12-03	Billed	LOG	180-365	244	4762.99
2015-12-02	Hold-NEMHS	WC1	60-90	12	822
2016-01-16	Hold-NEMHS	MP1	180-365	95	6813
2015-12-25	Write off	LOG	180-365	257	5162.42
2016-01-09	Hold-NEMHS	VA1	180-365	23	2786.11
2016-01-10	Hold-NEMHS	ND2	90-180	5	289
2016-01-11	Hold-NEMHS	MID	0-30	8	275.63
2015-12-30	Write off	LOG	30-60	2	36.5
2016-01-13	Hold-NEMHS	PR1	180-365	1	137
2016-01-09	Hold-NEMHS	WS3	30-60	2	530
2016-01-15	Hold-NEMHS	WS3	30-60	2	530
2016-01-17	Hold-NEMHS	SR1	0-30	38	1811.5
2015-12-16	Write off	SR3	365+	3	163
2015-11-30	Write off	SE2	365+	2	98
2015-12-08	Hold-NEMHS	CDS	0-30	143	3178.25
2016-01-12	Hold-NEMHS	SS1	60-90	4	146
2016-01-02	Hold-NEMHS	KE3	90-180	2	138
2015-12-11	Hold-NEMHS	LOG	90-180	758	16012.68
2016-01-14	Hold-NEMHS	SR3	60-90	9	489
2015-12-24	Hold-NEMHS	SS1	0-30	4	170
2016-01-01	Hold-NEMHS	SR3	0-30	34	2431.75
2016-01-17	Write off	PVT	30-60	18	1562.9
2015-12-17	Hold-NEMHS	SY4	0-30	9	492.25
2015-12-13	Hold-NEMHS	PVT	365+	30	3758.6
2015-12-11	Hold-NEMHS	SY4	0-30	11	619.25
2015-12-16	Billed	PVT	180-365	1	133
2015-12-15	Hold-NEMHS	WC1	0-30	10	772
2015-12-06	Hold-NEMHS	SR3	365+	2	106
2016-01-13	Write off	MP1	180-365	1	45
2015-12-25	Manual Tracking	LOG	365+	35	806.78
2016-01-14	Write off	PE1	365+	2	130
2016-01-10	Manual Tracking	PVT	180-365	10	476.25
2015-11-24	Hold-NEMHS	MR5	180-365	19	1687
2016-01-04	Hold-NEMHS	WC1	30-60	11	1022.25
2016-01-03	Hold-NEMHS	CR5	180-365	4	220
2015-11-25	Hold-NEMHS	BR3	90-180	47	4463
2016-01-07	Manual Tracking	MP1	180-365	20	1148
2015-12-15	Hold-NEMHS	LOG	30-60	40	962.28
2015-12-06	Write off	TL1	180-365	2	160.84
2015-11-27	Billed	LOG	180-365	246	4805.49
2016-01-14	Manual Tracking	PVT	30-60	2	126
2015-11-24	Billed	MP1	180-365	33	2493
2015-11-24	Hold-NEMHS	CDR	60-90	457	10964.5
2015-12-01	Manual Tracking	LOG	30-60	110	1608.01
2015-12-06	Hold-NEMHS	SE2	60-90	20	954
2015-12-31	Billed	PB1	180-365	1	61
2016-01-15	Manual Tracking	PVT	30-60	2	126
2016-01-10	Hold-NEMHS	MP1	180-365	77	5624
2015-12-07	Billed	MP1	365+	4	224
2015-12-13	Billed	MP1	365+	4	224
2015-12-17	Write off	MID	0-30	3	130.64
2015-12-22	Write off	BR7	365+	1	49
2015-12-19	Hold-NEMHS	FE4	0-30	2	194
2016-01-07	Hold-NEMHS	SR1	180-365	6	342
2016-01-11	Hold-NEMHS	PN1	365+	1	42.2
2015-12-13	Hold-NEMHS	FE4	0-30	2	205.5
2016-01-16	Manual Tracking	MID	0-30	1	67.19
2015-12-03	Manual Tracking	LOG	365+	18	342
2016-01-17	Hold-NEMHS	PN1	365+	1	42.2
2016-01-05	Hold-NEMHS	ND2	60-90	6	294
2015-12-30	Hold-NEMHS	ND2	60-90	2	82
2015-12-06	Hold-NEMHS	MRC	0-30	2	142
2016-01-12	Hold-NEMHS	SK2	0-30	4	218
2015-12-27	Hold-NEMHS	SY4	60-90	6	342
2015-12-12	Hold-NEMHS	MRC	0-30	3	198
2015-11-27	Write off	TL1	365+	1	15.55
2015-11-28	Rebill	PVT	180-365	3	151
2015-11-24	Billed	LOG	30-60	8547	190201.54
2015-11-24	Hold-NEMHS	CDR	90-180	183	3132.5
2015-12-09	Hold-NEMHS	WC1	0-30	11	1007.5
2015-12-20	Write off	LOG	180-365	257	5162.42
2015-12-30	Billed	PB1	180-365	1	61
2015-12-01	Hold-NEMHS	SR1	90-180	21	1105
2016-01-17	Hold-NEMHS	BR3	30-60	2	122
2015-12-27	Hold-NEMHS	TL1	90-180	12	2813.1
2015-12-30	Write off	MP1	180-365	1	45
2016-01-14	Billed	MP1	30-60	26	1790
2016-01-05	Hold-NEMHS	WC1	30-60	9	868.25
2015-12-01	Hold-NEMHS	HE6	90-180	2	210
2016-01-13	Hold-NEMHS	SY4	30-60	4	220
2015-11-24	Write off	BR7	365+	1	49
2015-12-24	Manual Tracking	MP1	180-365	19	1091
2015-12-17	Manual Tracking	PVT	0-30	2	0
2015-12-20	Hold-NEMHS	CDR	60-90	647	18406
2015-12-24	Billed	LOG	365+	37	277.5
2015-12-13	Hold-NEMHS	KE3	90-180	3	183
2015-12-13	Hold-NEMHS	PB1	60-90	21	1665
2015-12-21	Hold-NEMHS	PB1	60-90	14	1150
2015-12-21	Hold-NEMHS	KE3	90-180	2	138
2016-01-12	Billed	PVT	365+	1	41
2016-01-13	Hold-NEMHS	SE2	180-365	58	3806
2015-12-25	Hold-NEMHS	MRC	0-30	3	239.75
2015-12-04	Billed	LOG	180-365	244	4762.99
2015-12-12	Write off	BR7	30-60	4	212
2015-12-28	Hold-NEMHS	SR1	0-30	6	86.5
2015-12-28	Hold-NEMHS	CDR	60-90	758	21781.75
2016-01-08	Manual Tracking	LOG	60-90	53	1093.16
2016-01-09	Manual Tracking	PVT	180-365	10	476.25
2015-12-17	Hold-NEMHS	MRC	0-30	3	198
2015-12-27	Rebill	LOG	180-365	29	673.96
2015-12-12	Hold-NEMHS	CR5	365+	2	102
2015-12-27	Hold-NEMHS	PVT	365+	39	4516
2015-12-29	Hold-NEMHS	ND2	60-90	2	82
2016-01-17	Hold-NEMHS	MR5	0-30	2	137.5
2015-12-22	Write off	PVT	0-30	18	1562.9
2015-12-09	Hold-NEMHS	SR1	90-180	4	228
2015-11-23	Hold-NEMHS	SE2	90-180	20	1100
2015-12-23	Hold-NEMHS	BR7	90-180	1	49
2016-01-05	Hold-NEMHS	SG2	90-180	18	1542
2015-11-27	Hold-NEMHS	SY4	0-30	8	467.5
2015-12-15	Hold-NEMHS	TL1	30-60	5	354.44
2015-12-24	Hold-NEMHS	LE2	90-180	1	11.85
2015-12-03	Write off	PVT	90-180	6	557.55
2015-12-28	Hold-NEMHS	MP1	180-365	63	4675
2015-12-18	Manual Tracking	MP1	30-60	1	73
2015-11-25	Hold-NEMHS	CDS	60-90	111	2379.1
2015-12-09	Hold-NEMHS	ND2	30-60	6	301
2016-01-07	Write off	MID	90-180	12	600.78
2015-12-01	Hold-NEMHS	BR3	0-30	2	122
2015-12-06	Hold-NEMHS	CDR	30-60	834	24356.25
2015-12-29	Hold-NEMHS	HL1	0-30	16	1614
2016-01-17	Hold-NEMHS	MP1	180-365	95	6813
2016-01-06	Hold-NEMHS	HL1	0-30	17	1695
2016-01-16	Hold-NEMHS	ND2	90-180	3	167
2016-01-12	Hold-NEMHS	LOG	60-90	35	986.24
2016-01-01	Hold-NEMHS	SE2	0-30	16	1011
2015-12-31	Hold-NEMHS	BR3	60-90	6	598
2015-12-22	Write off	SE2	365+	2	98
2015-11-27	Rebill	LOG	365+	5	116.98
2015-12-20	Hold-NEMHS	PVT	365+	35	4232.4
2015-11-26	Write off	LOG	0-30	2	36.5
2015-12-11	Hold-NEMHS	SS1	0-30	4	180
2015-12-13	Hold-NEMHS	SR3	0-30	39	2384.5
2015-12-14	Hold-NEMHS	PVT	365+	30	3758.6
2016-01-05	Hold-NEMHS	SY4	30-60	4	220
2016-01-17	Manual Tracking	MP1	365+	6	382
2016-01-04	Hold-NEMHS	MID	0-30	4	61.2
2015-12-14	Manual Tracking	LOG	180-365	367	7758.62
2016-01-16	Hold-NEMHS	CDS	30-60	189	4021.05
2016-01-17	Hold-NEMHS	CR5	90-180	14	714
2015-12-21	Hold-NEMHS	SR3	0-30	45	3138.25
2015-12-04	Hold-NEMHS	PE1	180-365	2	210
2015-12-30	Write off	VA1	365+	1	15.55
2016-01-16	Hold-NEMHS	WS3	30-60	2	530
2016-01-12	Hold-NEMHS	MID	0-30	7	267.92
2016-01-02	Hold-NEMHS	SR3	0-30	32	2122.75
2015-12-12	Billed	WC1	0-30	1	57
2015-12-08	Hold-NEMHS	MR5	180-365	19	1687
2015-12-15	Manual Tracking	LOG	30-60	53	962.2
2015-12-01	Hold-NEMHS	TL1	30-60	12	1683.56
2016-01-13	Write off	VA1	365+	1	15.55
2016-01-16	Hold-NEMHS	TL1	90-180	10	2692.74
2015-12-03	Hold-NEMHS	SY4	0-30	12	567
2015-12-09	Write off	PVT	90-180	6	557.55
2016-01-13	Manual Tracking	LE2	60-90	1	98.8
2015-12-22	Hold-NEMHS	MP1	180-365	63	4675
2015-11-27	Hold-NEMHS	KE3	60-90	12	828
2015-11-26	Hold-NEMHS	WC1	0-30	8	842.25
2015-11-26	Hold-NEMHS	TL1	365+	2	150.72
2016-01-04	Hold-NEMHS	HL1	0-30	17	1699.75
2015-12-01	Hold-NEMHS	SS4	180-365	2	166
2016-01-02	Write off	LOG	180-365	271	5397.11
2015-12-04	Hold-NEMHS	SE2	60-90	12	530
2015-12-04	Hold-NEMHS	SR3	365+	2	106
2016-01-06	Hold-NEMHS	LOG	60-90	37	1016.57
2016-01-02	Hold-NEMHS	BR7	365+	2	114
2015-12-11	Billed	LOG	180-365	249	4827.99
2015-12-14	F	LOG	60-90	2	186
2015-12-27	Manual Tracking	PVT	180-365	11	495.5
2015-12-19	Hold-NEMHS	PB1	60-90	12	996
2015-11-30	Hold-NEMHS	CDS	0-30	134	2962.85
2016-01-05	Write off	PVT	0-30	22	1814
2016-01-05	Billed	LOG	365+	40	352.5
2015-12-08	Hold-NEMHS	CDR	60-90	516	14109.75
2015-12-14	Hold-NEMHS	CDR	60-90	564	15956.5
2015-12-03	Hold-NEMHS	LOG	90-180	775	16323.2
2015-12-30	Billed	LOG	365+	39	327.5
2016-01-08	Hold-NEMHS	BR3	60-90	6	598
2016-01-09	Hold-NEMHS	SR3	0-30	34	1852
2016-01-15	Hold-NEMHS	FE4	30-60	2	194
2016-01-15	Hold-NEMHS	SR3	0-30	30	2614.9
2016-01-10	Write off	SE2	365+	2	98
2015-12-21	Hold-NEMHS	PVT	365+	35	4232.4
2015-12-03	Manual Tracking	MP1	180-365	6	358
2015-11-25	Hold-NEMHS	SR1	90-180	15	811
2015-12-07	Hold-NEMHS	SR3	90-180	5	309
2016-01-12	Hold-NEMHS	WC1	30-60	11	972.75
2015-11-27	Write off	PVT	180-365	35	2081.85
2015-12-23	Hold-NEMHS	LOG	30-60	58	1169.64
2015-12-23	Hold-NEMHS	WC1	0-30	11	715.25
2015-11-30	Rebill	LOG	180-365	27	647.01
2016-01-05	Hold-NEMHS	PVT	180-365	1089	77677.51
2016-01-06	Hold-NEMHS	ND2	60-90	2	82
2015-12-07	Manual Tracking	PN1	30-60	1	25.67
2016-01-03	Hold-NEMHS	BR3	30-60	2	122
2015-12-02	Hold-NEMHS	WC1	0-30	8	835.75
2016-01-07	Manual Tracking	LOG	365+	36	806.78
2015-12-17	Billed	LOG	180-365	226	4354.65
2015-12-27	Billed	MP1	365+	6	990
2015-11-28	Hold-NEMHS	SR3	365+	2	106
2015-12-02	Write off	BR7	365+	1	49
2015-12-04	Hold-NEMHS	MRC	0-30	2	145.5
2015-12-08	Write off	BR7	365+	1	49
2016-01-13	Write off	BR7	90-180	4	212
2016-01-01	Manual Tracking	PVT	30-60	1	45
2015-11-28	Hold-NEMHS	MRC	0-30	3	161.35
2016-01-06	Billed	MP1	30-60	43	2915
2015-12-11	Write off	TL1	365+	1	15.55
2015-12-31	Billed	MP1	30-60	53	3629
2015-12-05	Write off	SR3	90-180	6	390
2016-01-14	Hold-NEMHS	SK2	180-365	2	266
2015-11-26	Hold-NEMHS	SS1	0-30	8	334.5
2015-12-10	Hold-NEMHS	LE2	90-180	1	11.85
2015-11-29	Hold-NEMHS	SE2	90-180	22	1206
2015-12-04	Billed	MP1	365+	4	224
2015-11-24	Manual Tracking	LOG	30-60	144	2410.13
2015-12-04	Hold-NEMHS	WS3	30-60	1	57
2016-01-04	Manual Tracking	LOG	30-60	65	1613.87
2016-01-06	Billed	WC1	30-60	1	57
2015-12-07	Hold-NEMHS	SE2	90-180	22	1206
2015-11-30	Write off	PVT	0-30	19	1650.4
2016-01-14	Hold-NEMHS	PR1	180-365	1	137
2016-01-15	Hold-NEMHS	RR6	180-365	1	85
2016-01-07	Hold-NEMHS	SY4	60-90	2	114
2015-12-15	Hold-NEMHS	ND2	30-60	10	508
2015-12-03	Hold-NEMHS	WC1	60-90	12	822
2015-12-16	Hold-NEMHS	BR3	0-30	2	122
2016-01-09	Hold-NEMHS	ND2	90-180	5	289
2015-12-23	Hold-NEMHS	ND2	30-60	13	617
2015-12-02	Hold-NEMHS	LE2	90-180	1	11.85
2016-01-05	Hold-NEMHS	MR4	60-90	2	90
2015-12-24	Hold-NEMHS	BR3	0-30	2	214
2016-01-01	Hold-NEMHS	ND2	90-180	12	592
2015-12-11	Hold-NEMHS	WC1	60-90	12	822
2015-12-12	Billed	MP1	365+	4	224
2016-01-08	Manual Tracking	MP1	180-365	20	1148
2015-12-25	Billed	LOG	90-180	1572	32664.16
2016-01-15	Hold-NEMHS	PR1	365+	4	188
2015-12-20	Hold-NEMHS	CDS	0-30	173	3461.75
2015-12-31	Manual Tracking	PVT	0-30	2	0
2016-01-09	Hold-NEMHS	FE4	30-60	2	194
2015-12-21	Manual Tracking	PN1	30-60	1	25.67
2016-01-01	Hold-NEMHS	FE4	30-60	2	194
2015-12-12	Hold-NEMHS	WS3	30-60	1	57
2015-12-28	Hold-NEMHS	CDS	0-30	196	3934.3
2016-01-08	F	LOG	90-180	6	495.4
2015-11-27	Rebill	PVT	180-365	3	151
2016-01-17	Hold-NEMHS	BR7	0-30	4	228
2016-01-03	Hold-NEMHS	MR5	0-30	2	298
2015-11-24	Hold-NEMHS	VA1	60-90	2	120.36
2015-11-25	Manual Tracking	PN1	0-30	1	25.67
2015-11-30	Hold-NEMHS	CDR	90-180	186	3188
2015-12-14	Hold-NEMHS	ML7	180-365	1	173
2015-11-28	Hold-NEMHS	VA1	180-365	21	2224.11
2016-01-10	Hold-NEMHS	TL1	90-180	10	2692.74
2015-12-08	Hold-NEMHS	CDR	90-180	227	3935
2015-12-06	Hold-NEMHS	VA1	180-365	21	2224.11
2016-01-12	Hold-NEMHS	CDR	60-90	552	19849.75
2016-01-02	Hold-NEMHS	TL1	90-180	10	2692.74
2015-12-26	Hold-NEMHS	PE1	180-365	2	210
2015-12-28	Manual Tracking	LOG	180-365	142	3098.86
2015-12-21	Hold-NEMHS	SE2	0-30	32	1777
2015-11-25	Hold-NEMHS	SS4	180-365	2	166
2015-12-05	Write off	BR7	60-90	2	106
2015-12-06	Manual Tracking	MP1	365+	4	284
2015-12-22	Manual Tracking	LE2	30-60	1	98.8
2015-11-28	F	LOG	90-180	2	198
2016-01-15	Hold-NEMHS	ND2	0-30	3	147
2016-01-15	Hold-NEMHS	MR5	30-60	2	298
2016-01-17	Manual Tracking	TL1	180-365	1	338.48
2015-12-17	Billed	LOG	90-180	1585	32670.5
2015-12-25	Manual Tracking	LOG	0-30	66	1240.61
2015-12-30	Rebill	PVT	180-365	1	65
2015-12-20	Hold-NEMHS	BR7	90-180	1	49
2016-01-02	Hold-NEMHS	PVT	60-90	175	8796.6
2016-01-15	Hold-NEMHS	MR4	90-180	6	342
2015-11-23	Hold-NEMHS	MRC	180-365	21	1355.9
2015-11-25	Write off	PVT	365+	63	3134.1
2016-01-05	Write off	PVT	365+	93	4722.95
2015-12-08	Write off	VA1	365+	1	15.55
2015-12-19	Hold-NEMHS	SE2	0-30	34	1867
2015-12-30	Hold-NEMHS	SY4	30-60	2	114
2016-01-16	Hold-NEMHS	PVT	60-90	164	10454.45
2015-12-13	Hold-NEMHS	SE2	0-30	37	1889
2016-01-10	Hold-NEMHS	PVT	60-90	179	10315.55
2015-12-20	Manual Tracking	LOG	180-365	126	2813.71
2015-12-18	Hold-NEMHS	PE1	180-365	2	210
2015-12-29	Hold-NEMHS	MID	0-30	4	61.2
2016-01-06	Hold-NEMHS	MID	0-30	3	61.2
2016-01-07	Write off	MRC	365+	2	20
2015-12-01	Manual Tracking	LOG	180-365	346	7260.97
2015-12-12	Hold-NEMHS	SR3	365+	2	106
2015-12-29	Hold-NEMHS	CDR	60-90	780	22459.75
2016-01-09	Hold-NEMHS	PE1	180-365	2	210
2015-11-27	Manual Tracking	LOG	60-90	225	4302.33
2016-01-03	Hold-NEMHS	KE3	180-365	29	2933
2015-12-21	Manual Tracking	TL1	180-365	2	676.96
2015-11-26	Hold-NEMHS	BR3	90-180	47	4463
2015-12-09	Hold-NEMHS	SS4	180-365	2	166
2015-12-14	Hold-NEMHS	FE4	0-30	2	205.5
2016-01-08	Billed	LOG	0-30	2944	66121.45
2016-01-03	Manual Tracking	LOG	180-365	151	3257.68
2015-12-17	Hold-NEMHS	VA1	180-365	24	2859.11
2015-12-19	Manual Tracking	PVT	180-365	4	158.25
2015-12-29	Hold-NEMHS	LOG	60-90	61	1098.18
2016-01-08	Manual Tracking	LOG	0-30	78	1111.84
2015-11-27	Hold-NEMHS	CDR	30-60	744	21303.5
2016-01-12	Hold-NEMHS	HL1	0-30	1	81
2015-12-12	Hold-NEMHS	SE2	60-90	2	0
2015-11-24	Write off	MP1	180-365	1	45
2015-12-20	Hold-NEMHS	MR5	0-30	4	420
2016-01-17	Hold-NEMHS	MID	0-30	11	266.17
2015-12-14	Hold-NEMHS	CDS	0-30	156	3476.75
2015-12-24	Hold-NEMHS	TL1	30-60	3	215.96
2015-12-27	Hold-NEMHS	PB1	60-90	5	365
2016-01-16	Billed	VA1	180-365	1	83.5
2015-12-16	Write off	PVT	180-365	21	1599.55
2015-12-21	Write off	BR7	365+	1	49
2016-01-11	Hold-NEMHS	BR7	0-30	6	188
2015-12-05	Hold-NEMHS	MRC	0-30	2	142
2015-12-11	Hold-NEMHS	MRC	0-30	3	198
2015-12-14	Hold-NEMHS	SR1	0-30	10	423.5
2015-12-15	Hold-NEMHS	SR1	180-365	6	342
2016-01-12	Write off	MP1	180-365	1	45
2015-12-25	F	LOG	90-180	5	402.4
2015-12-02	Hold-NEMHS	SS1	0-30	8	326
2016-01-07	Write off	PVT	180-365	88	7494.65
2016-01-11	Hold-NEMHS	BR3	30-60	2	122
2015-12-28	Hold-NEMHS	KE3	180-365	33	3209
2016-01-08	Hold-NEMHS	VA1	180-365	23	2786.11
2015-11-28	Hold-NEMHS	SR3	0-30	28	1637.5
2016-01-17	Hold-NEMHS	SS1	60-90	4	146
2015-12-16	Write off	PVT	60-90	2	194
2015-12-02	Hold-NEMHS	HE6	90-180	2	210
2016-01-13	Billed	MP1	60-90	45	2705
2015-12-24	Manual Tracking	LOG	60-90	55	893.59
2016-01-12	Manual Tracking	PN1	60-90	1	25.67
2015-12-29	Manual Tracking	LOG	30-60	68	1653.01
2016-01-14	Hold-NEMHS	SE2	30-60	2	0
2016-01-14	Billed	LOG	0-30	4817	110431.19
2015-11-24	Hold-NEMHS	SR3	180-365	38	2290
2016-01-07	Hold-NEMHS	MR4	60-90	2	90
2015-12-30	Hold-NEMHS	WC1	30-60	8	808
2015-12-11	Write off	SR3	365+	3	163
2015-12-13	Manual Tracking	PVT	180-365	3	105.25
2015-11-27	Hold-NEMHS	WC1	60-90	12	822
2015-12-18	Billed	MP1	365+	4	224
2015-12-19	Write off	LOG	180-365	257	5162.42
2016-01-11	Hold-NEMHS	PVT	0-30	272	11570.35
2015-12-18	Hold-NEMHS	SE2	60-90	2	0
2016-01-08	Hold-NEMHS	PVT	365+	54	5974.55
2015-12-19	Billed	TL1	180-365	1	257.52
2015-11-26	Hold-NEMHS	CDR	180-365	3	142.5
2015-12-02	Write off	FAC	365+	14	738
2015-12-10	Hold-NEMHS	SR1	180-365	6	342
2015-12-05	Manual Tracking	LOG	90-180	342	6802.07
2015-12-08	Write off	FAC	365+	14	738
2015-12-13	Billed	TL1	180-365	1	257.52
2015-12-06	Hold-NEMHS	SY4	0-30	13	733.25
2015-12-11	Manual Tracking	LOG	90-180	341	6621.33
2015-12-26	Hold-NEMHS	SG2	180-365	2	98
2015-12-12	Hold-NEMHS	SY4	0-30	11	619.25
2015-12-18	Hold-NEMHS	SY4	0-30	9	492.25
2015-12-19	Hold-NEMHS	MP1	180-365	71	5115
2015-12-13	Hold-NEMHS	MP1	180-365	75	5359
2016-01-14	Hold-NEMHS	PVT	180-365	963	69588.61
2015-12-03	Hold-NEMHS	CR5	365+	2	102
2015-11-27	Hold-NEMHS	CR5	365+	2	102
2016-01-07	Write off	PVT	60-90	2	230
2015-12-28	Hold-NEMHS	SY4	180-365	40	2968
2016-01-03	Hold-NEMHS	SY4	180-365	40	2968
2015-11-23	Billed	MP1	180-365	31	2259
2015-12-11	Write off	PVT	180-365	24	1694.55
2016-01-08	Manual Tracking	LOG	365+	36	806.78
2015-12-19	Hold-NEMHS	TL1	90-180	12	2813.1
2016-01-02	Manual Tracking	LOG	90-180	127	2035.73
2015-12-27	Hold-NEMHS	MP1	180-365	63	4675
2015-12-28	Hold-NEMHS	PVT	0-30	340	20108.71
2015-11-28	Manual Tracking	PVT	90-180	9	431.25
2016-01-10	Billed	TL1	180-365	1	257.52
2015-12-01	Hold-NEMHS	WC1	0-30	8	842.25
2015-12-01	Hold-NEMHS	CDS	0-30	134	2962.85
2015-12-11	Billed	LOG	90-180	1618	33185.07
2015-12-10	Hold-NEMHS	TL1	30-60	12	1129.9
2016-01-04	Manual Tracking	MP1	90-180	7	439
2016-01-05	Hold-NEMHS	SE2	180-365	59	3855
2016-01-12	Write off	BR7	365+	1	49
2015-12-26	Manual Tracking	TL1	180-365	2	676.96
2015-11-24	Hold-NEMHS	TG2	180-365	1	41
2015-12-20	Hold-NEMHS	PVT	0-30	297	19506.86
2015-11-29	Manual Tracking	PVT	180-365	3	105.25
2015-12-01	Hold-NEMHS	ND2	30-60	2	82
2016-01-13	Hold-NEMHS	WC1	30-60	10	747.75
2015-12-03	Hold-NEMHS	FA1	30-60	2	106
2016-01-09	Hold-NEMHS	SE2	60-90	8	408
